rate,change
1.1,0.03
1,-0.05
1.3,-0.12
26.1,-0.52
26.7,-1.26
25.7,-1.72
25.9,-1.88
23.7,-2.4
23.5,-2.62
20.4,-1.04
17.1,1.38
16.5,-0.68
11.7,0.04
10.4,0.04
15.2,-0.54
24,-2.68
13.1,-0.92
11.9,-0.96
10.6,-0.98
12.5,-0.72
10.6,-1.32
8.5,-0.94
7.1,-0.84
5.7,-0.6
8.9,-1.36
4,-0.42
3.8,-0.3
2.9,-0.32
2.7,-0.46
2.1,-0.42
1.9,-0.38
2.3,-0.46
1.3,-0.26
0.4,-0.08
0,0
0,0.12
0,0.48
0,0.42
0,0.48
0,0.6
0.6,0.5
2.4,0.3
2.1,0.48
2.4,0.36
3,0.16
3.1,0.18
3.9,-0.12
4.5,-0.3
4.2,-0.32
3.8,-0.28
4,-0.46
3.3,-0.46
3,-0.48
2.6,-0.52
2.4,-0.48
1.7,-0.34
1,-0.2
0.6,-0.12
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
47.3,-0.98
47.8,-1.16
44.3,-0.6
44.5,-0.64
42.4,-0.44
42.4,-0.78
42,-0.86
41.3,-0.94
41.3,-0.84
40.2,-0.98
38.5,-0.66
37.7,-0.24
36.6,-0.12
37.1,-0.16
35.3,0.08
35.2,-0.18
36.5,-0.68
36,-0.7
36.3,-1.62
35.7,-2.04
34.3,-2.24
33.1,-2.28
32.5,-2.08
28.2,-1.4
25.5,-0.92
23.1,-0.5
21.7,-0.4
22.1,-0.34
21.2,0.04
20.9,0.1
20.6,0.06
19.7,0.18
20.4,0.24
21.4,-0.2
21.4,-0.14
20.9,-0.1
20.6,-0.18
21.6,-0.38
20.4,-0.12
20.7,-0.32
20.4,-0.28
19.7,-0.12
19.7,-0.26
19.8,-0.34
19.1,0.16
19,0.24
19.1,0.06
18.4,0
18.1,0.02
19.9,-0.24
20.2,-1.02
19.4,-1.68
18.4,-1.5
18.2,-1.68
18.7,-1.88
15.1,-1.46
11,-0.92
10.9,-0.98
9.8,-1.06
9.3,-1.06
7.8,-0.6
6.4,-0.28
6,-0.34
4.5,0.04
4,0.13
4.8,0.73
5,0.06
4.3,0.03
4.7,0
4.6,0.53
8.4,-1
49.6,0.38
49.9,0
50.5,-0.3
50.9,-0.62
51.3,-1.04
51.5,-1.46
49.9,-1.46
49,-1.4
47.8,-1.94
46.1,-2.56
44.2,-2.34
42.6,-2.28
42,-1.98
38.1,-0.86
33.3,-0.1
32.5,-0.28
31.2,-0.22
32.1,-0.54
33.8,-1.02
32.8,-0.72
31.1,-0.96
30.1,-1.6
29.4,-1.96
28.7,-2.38
29.2,-2.58
26.3,-2.82
22.1,-2.3
19.6,-2.06
16.8,-1.72
16.3,-1.84
12.2,-1.14
10.6,-0.84
9.3,-0.66
8.2,-0.52
7.1,-0.44
6.5,-0.32
6.4,-0.3
6,-0.3
5.6,-0.28
4.9,-0.22
4.9,-0.38
4.9,-0.5
4.5,-0.48
4.2,-0.48
3.8,-0.44
3,-0.32
2.4,-0.2
2.1,-0.2
1.8,-0.16
1.6,-0.16
1.4,-0.12
1.4,-0.12
1.1,-0.06
1,-0.04
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.7,0
0.7,-0.02
0.7,0.06
0.7,0.18
0.7,0.22
0.7,0.22
0.6,0.2
1,0.1
1.6,-0.06
1.8,-0.12
1.8,-0.12
1.6,-0.12
12,-1.02
9.7,-0.72
7.8,-0.44
7.9,-0.58
7.1,-0.38
6.9,-0.3
6.1,-0.32
5.6,-0.34
5,-0.3
5.2,-0.38
5.4,-0.46
4.5,-0.36
3.9,-0.24
3.5,-0.18
3.3,-0.16
3.1,-0.14
2.7,-0.06
2.7,-0.08
2.6,-0.08
2.5,-0.08
2.4,-0.06
2.4,-0.06
2.3,-0.06
2.2,-0.04
2.1,-0.02
2.1,-0.02
2.1,-0.02
2,0
2,0
2,0.02
2,0
2,-0.02
2,-0.04
2,-0.06
2.1,-0.08
2,-0.08
1.9,-0.06
1.8,-0.06
1.7,-0.02
1.7,0
1.6,0.02
1.6,0.02
1.5,-0.1
1.6,-0.1
1.7,-0.18
1.7,-0.16
1.7,-0.16
1,-0.02
1.1,-0.04
0.8,0.04
0.9,0
0.9,0
0.9,-0.06
0.9,-0.06
1,-0.02
0.9,-0.02
0.9,0.08
0.6,0.08
0.6,0.14
0.9,0
0.8,0.06
1.3,0
1,-0.04
1.3,-0.06
0.9,0
1.1,0
1.3,-0.12
0.8,0
1,-0.04
0.9,-0.02
1.1,-0.06
5.9,-0.22
5.7,-0.18
5.4,-0.12
5.2,-0.08
4.9,-0.16
4.8,-0.22
4.8,-0.04
4.8,0.08
4.8,0.38
4.1,0.6
3.7,0.66
4.6,0.38
5.2,0.18
6.7,-0.36
7.1,-0.46
7,-0.44
6.5,-0.48
6.1,-0.4
4.9,-0.16
4.8,-0.26
4.8,-0.64
4.1,-0.6
4.1,-0.6
4.1,-0.7
3.5,-0.6
1.6,-0.18
1.1,0
1.1,0.02
0.6,0.08
0.5,0.12
0.7,0.06
1.1,-0.08
1.2,-0.12
1,-0.1
1.1,-0.14
1,-0.06
0.7,-0.06
0.6,-0.06
0.5,0
0.4,-0.02
0.7,-0.08
0.4,-0.02
0.9,-0.08
0.8,-0.06
0.7,-0.04
0.7,-0.04
0.6,-0.04
0.5,-0.04
0.5,-0.04
0.5,-0.04
0.5,-0.04
0.4,-0.04
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.2,0
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,-0.02
0.1,-0.02
0.1,0
0.1,0.02
0.1,0.02
0,0.04
35.9,0
35.3,0.38
35.3,-0.5
34.2,-0.74
33.3,-0.6
35.9,-1.92
37.2,-2.5
32.8,-1.96
30.5,-2.06
30.3,-2.08
26.3,-1.22
24.7,-0.96
23,-0.8
20.2,-0.2
19.9,-0.68
20.2,-0.58
19.9,-0.68
19,0
19.2,0.28
16.5,0.54
17.3,0.72
16.5,0.62
19,0.56
20.6,0.24
19.2,0.18
20.9,-0.42
19.6,0.02
21.8,-0.76
21.8,-0.82
20.1,-0.68
18.8,-0.5
19.7,-0.9
18,-0.38
17.7,-0.32
16.7,-0.58
16.3,-0.32
15.2,-0.2
16.1,-0.48
16.1,-0.48
13.8,-0.3
14.7,-0.56
14.2,-0.6
13.7,-0.5
13.7,-0.58
12.3,-0.28
11.9,-0.3
11.2,-0.3
11.2,-0.4
10.8,-0.58
10.9,-0.9
10.4,-0.92
9.7,-0.84
9.2,-0.88
7.9,-0.72
6.4,-0.35
5.8,0.28
5.5,0.54
4.8,0.68
4.3,-0.22
4.7,-0.37
7.2,-0.94
3.9,-0.3
3.6,-0.28
3.5,-0.32
3.2,-0.26
2.9,-0.24
2.4,-0.2
2.2,-0.2
1.9,-0.16
1.9,-0.18
1.7,-0.16
1.4,-0.12
1.2,-0.1
1.1,-0.1
1,-0.08
0.9,-0.08
0.8,-0.08
0.7,0.06
0.6,0.06
0.6,0.04
0.5,0.06
0.4,0.08
1,-0.06
0.9,-0.04
0.8,-0.04
0.8,-0.04
0.8,-0.04
0.7,-0.02
0.7,-0.02
0.6,0
0.6,0
0.6,-0.02
0.6,-0.02
0.6,-0.02
0.6,-0.04
0.6,-0.04
0.5,-0.04
0.5,-0.04
0.5,-0.04
0.4,-0.02
0.4,-0.02
0.3,0
0.3,0
0.3,0
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.2,0
0.2,-0.02
0.2,-0.02
0.2,-0.04
0.2,-0.04
0.2,-0.04
0.1,0
0.1,0
0,0
0,0.02
0,0.02
0.1,-0.02
0.1,0
0,0.02
0.1,-0.02
0.1,-0.02
0,0.02
0.1,0
0.1,0
0,0.02
0,0.02
0.1,0
0.1,0
45.3,-2.72
45.4,-2.52
46,-2.64
34.7,-0.58
31,0.38
31.7,0.7
32.8,0.24
32.8,0.52
31.8,0.92
32.9,0.88
35.2,-0.34
34,-0.26
35.4,-0.5
36.4,-0.7
37.3,-1.08
33.5,-0.48
32.7,-0.66
32.9,-0.84
32.9,-1.04
31.9,-0.82
31.1,-0.92
29.4,-0.28
28.7,0.1
27.7,0.2
27.8,0.08
26.5,0.18
28,-0.26
29.2,-0.58
28.7,-0.52
28.2,-0.3
27.4,-0.3
26.7,-0.16
26.3,-0.02
26.1,0.08
26.7,-0.16
25.9,-0.18
25.9,-0.38
26.2,-0.16
26.5,-0.06
25.9,0.16
25,0.12
24,0.3
25.4,-0.08
26.2,-0.3
26.7,-0.66
25.6,-0.26
25.5,-0.4
25,-0.02
24.7,0.04
23.4,0.24
24.3,-0.08
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.3,0
0.3,0
0.3,0
0.3,0.02
0.3,0
0.3,-0.02
0.3,0.02
0.3,-0.02
0.4,-0.02
0.3,0
0.2,0
0.4,-0.02
0.2,0
0.3,-0.02
0.3,-0.02
0.2,0.02
0.3,0
0.2,0
0.2,0.02
0.2,0.02
0.3,0.02
0.3,-0.02
0.2,0
0.3,0
0.3,0
0.4,-0.02
0.2,0.04
0.2,0.04
0.3,0.02
0.3,0
0.3,-0.02
0.4,-0.04
0.4,-0.02
0.4,-0.02
0.3,0
0.2,0.02
0.2,0.02
0.3,0
0.3,0
0.3,0
0.3,0
0.3,0
0.3,0.02
0.3,0.02
0.3,0
0.3,0
0.3,0.02
0.4,-0.04
0.4,0
0.3,0
0.3,0.02
0.4,0
0.2,0.04
0.4,0
0.3,0.04
0.4,0
0.4,0
0.4,0
0.4,0
0.5,-0.02
30.2,-1.34
29.1,-1.48
28.1,-1.5
27.3,-1.52
26.1,-1.5
23.5,-1.38
21.7,-1.06
20.6,-0.92
19.7,-0.96
18.6,-1.04
16.6,-0.86
16.4,-0.96
16,-1.06
14.9,-1.02
13.4,-0.84
12.3,-0.72
11.6,-0.68
10.7,-0.52
9.8,-0.4
9.2,-0.36
8.7,-0.34
8.2,-0.06
8.1,-0.06
7.8,-0.08
7.4,0.14
7,0.56
7.9,1.08
7.8,3.64
7.4,5.92
8.1,6.46
9.8,5.62
13.3,3.98
26,0.52
37,-2.04
40.4,-1.54
37.9,-0.58
33.2,0.7
28.6,-1.26
26.8,-0.9
32.7,-2.36
35,-2.54
36.7,-2.84
22.3,0.32
22.3,-0.12
20.9,0.06
22.3,0.26
22.5,-0.18
23.9,-1.02
21.7,-1.36
21.2,-1.84
23.6,-2.6
21.6,-2.22
18.8,-1.54
14.9,-0.78
12,-0.46
10.6,0.28
10.5,0.06
11.1,-0.67
11,-1.03
9.7,-1.09
12,-1.7
31.1,-2.56
27.9,-2.36
28.1,-2.72
21,-1.46
20.3,-1.5
18.3,-1.28
16.1,-1.46
14.5,-1.14
13.7,-1.36
12.8,-1.5
11.9,-1.58
8.8,-1.04
8.8,-1.08
6.9,-0.72
5.3,-0.52
4,-0.32
3.6,-0.32
3.4,-0.32
3.3,-0.34
2.7,-0.18
2.4,-0.16
2,-0.1
1.8,-0.06
1.6,-0.04
1.8,-0.08
1.6,-0.04
1.5,-0.02
1.5,-0.02
1.4,0
1.4,0
1.4,0
1.4,0
1.4,0
1.4,0
1.4,-0.02
1.4,-0.02
1.4,-0.02
1.4,-0.02
1.4,-0.02
1.3,0
1.3,0
1.3,-0.06
1.3,-0.08
1.3,-0.12
1.3,-0.12
1.3,-0.14
1,-0.08
0.9,-0.06
0.7,-0.02
0.7,0.04
0.6,-0.04
0.6,0.02
0.6,0
0.6,-0.04
0.9,-0.06
0.4,0.14
0.7,0.16
0.6,0.3
0.4,0.22
0.6,0.28
1.1,0.18
1.5,-0.02
2.1,-0.2
1.5,-0.26
2,-0.2
2,-0.18
1.4,-0.14
1.1,-0.1
0.2,0.08
1,-0.1
1.1,-0.12
13.9,-0.54
13.1,-0.58
11.9,-0.38
11.9,-0.46
11.9,-0.7
11.2,-0.8
10.2,-0.6
10,-0.8
9.6,-0.74
8.4,-0.52
7.2,-0.26
7.2,-0.14
6,0
5.9,0.02
5.8,-0.04
5.9,-0.18
6.5,-0.7
6,-0.72
6,-0.86
5.6,-0.66
5,-0.66
3,-0.34
2.4,-0.22
1.7,-0.12
2.3,-0.2
1.7,-0.12
1.3,-0.04
1.3,0
1.1,0.04
1.3,0
1.1,0.04
1.1,0.04
1.3,-0.04
1.3,-0.06
1.3,-0.08
1.3,-0.1
1.3,-0.1
1.1,-0.06
1,0.02
0.9,0.02
0.8,-0.01
0.8,-0.01
0.8,-0.01
1.1,-0.07
34.9,0.5
35.7,-0.3
36.1,-0.56
35.9,-0.66
36.9,-1.14
37.4,-1.18
34.2,-0.64
33.3,-0.52
32.6,-1
31.2,-0.86
31.5,-1.04
31,-1.14
30.7,-1.16
27.6,-1
26.9,-1.04
26.3,-1.12
25.3,-1.16
24.9,-1.44
22.6,-1.28
21.7,-1.36
20.7,-1.14
19.5,-1.26
17.7,-1.18
16.2,-1.02
14.9,-0.86
15,-1.02
13.2,-0.48
11.8,0.06
11.1,0.56
10.6,0.84
9.9,1.22
10.8,1.24
12.1,0.66
13.9,-0.34
14.8,-0.68
16,-0.92
17,-1.16
15.4,-0.9
12.2,-0.32
11.4,-0.24
11.4,-0.34
11.2,-0.3
10.9,-0.3
10.6,-0.3
10.2,-0.26
9.7,-0.18
9.7,-0.12
9.4,-0.02
9.1,0.1
8.9,0.2
8.8,0.3
9.1,0.28
9.3,0.08
9.6,-0.02
9.9,-0.02
10.3,-0.12
10.5,-0.26
9.7,-0.16
9.5,-0.18
9.8,-0.36
9.7,-0.32
9.2,-0.12
8.9,0
8.6,0.1
8,0.22
8.1,0.44
8.6,0.18
8.9,0.14
9.1,0.11
9.1,0.1
10.3,-0.13
34.7,-0.22
33.7,-0.28
34.2,-0.56
41.6,-1.96
37.3,-1.5
33.6,-0.96
32.3,-0.84
31.4,-0.26
31.8,-0.36
29.8,-0.48
28.8,-0.82
28.1,-0.72
30.1,-0.86
30,-0.64
27.4,0.08
24.7,0.52
24.5,0.48
25.8,1.4
26.8,1.84
27.8,2.1
27.3,1.94
26.9,2.06
32.8,0.76
36,0.42
38.3,0.4
37,0.9
37.2,0.24
36.6,-0.32
38.1,-1.92
40.3,-3.84
41.5,-4.8
38.4,-4.94
35,-4.34
28.5,-3.1
21.1,-1.66
17.5,-0.92
13.7,-0.2
13.3,-0.16
13,-0.08
12.8,-0.06
12.9,-0.06
12.7,-0.16
12.5,-0.34
12.6,-0.44
12.5,-0.54
12.6,-0.64
11.9,-0.54
10.8,-0.4
10.4,-0.4
9.8,-0.32
9.4,-0.24
9.2,-0.3
8.8,-0.28
8.4,-0.22
8.2,-0.32
8.2,-0.62
7.7,-0.72
7.4,-0.84
7.3,-0.86
6.6,-0.8
5.1,-0.5
78.1,0.1
77.7,-0.08
77.3,-0.04
76.3,0.16
78.5,-0.24
78.6,-0.4
77.3,-0.08
77.1,0
77.1,0.08
77.3,0.1
76.6,0.24
76.9,0.5
77.1,0.42
77.5,0.6
77.8,0.58
77.8,0.56
79.4,0.06
79.2,0.06
80.5,-0.22
80.7,-0.68
80.6,-0.76
79.7,-1.42
79.5,-1.66
79.4,-2.38
77.3,-2.62
76.8,-3.16
72.6,-2.76
71.2,-2.56
67.5,-2.14
64.2,-1.42
61,-1.02
58.8,-0.92
58.4,-0.66
56.8,-0.88
57.1,-1.56
55.9,-2.46
54.2,-3.7
55.1,-4.8
52.4,-4.98
49.3,-4.16
43.6,-2.66
35.7,-0.68
31.1,-1.4
27.5,0.18
28.5,-0.02
30.3,-0.6
32.3,-1
24.1,1.12
28.4,1.26
28.4,1.08
27.3,0.86
27.3,0.12
29.7,-1.36
34.7,-2.62
33.8,-2.94
31.6,-2.22
27.9,-1.56
22.9,0.22
21.6,-0.16
19.1,0.3
20.5,-0.12
20.1,-0.06
24,-0.94
20.8,-0.2
20.6,-0.36
19.9,0.4
19.8,-0.24
19.3,-0.26
19.8,-0.56
18.8,-0.61
21.9,-1.33
12.7,-1.54
11.4,-1.3
8.7,-0.86
6.2,-0.52
7.2,-0.78
5,-0.36
4.9,-0.4
4.4,-0.42
3.6,-0.26
3.3,-0.24
3.2,-0.24
2.9,-0.2
2.3,-0.14
2.3,-0.18
2.1,-0.18
2,-0.16
1.9,-0.16
1.6,-0.1
1.4,-0.06
1.2,-0.04
1.2,-0.04
1.1,-0.02
1.1,-0.04
1.1,-0.04
1,-0.02
1,-0.02
1,-0.02
0.9,0
0.9,0
0.9,0
0.9,0
0.9,0
0.9,0
0.9,0.02
0.9,0.04
0.9,0.06
0.9,0.12
0.9,0.08
1,0.04
1.1,0
1.2,-0.04
1.5,-0.08
1.3,-0.04
1.2,-0.04
1.1,0
1,0
1.1,-0.02
1.1,-0.02
1,0
1.1,-0.02
1,0
1,0
1,0
1,0.08
1,0
1,0.02
1,0.04
1,0.04
1.4,-0.14
1,-0.02
1.1,-0.1
1.2,-0.14
1.2,-0.17
0.7,-0.05
0.9,-0.11
0.6,-0.04
0.5,-0.05
0.4,-0.02
0.4,-0.04
31.9,0.04
31.9,-0.4
30.7,0.36
32.3,-0.32
30.2,0.54
32.1,-0.12
29.9,0.64
32.5,-0.28
30.7,0.32
32.9,0.22
31.5,0.48
33.1,0.28
31.1,0.94
32.3,0.62
34,0.14
33.9,0.26
34.5,-0.12
35.8,-0.32
35.4,-0.54
34.7,-0.64
35.2,-0.68
33.9,-0.82
34.2,-1
32.7,-0.92
31.5,-1
31.8,-1.2
29.8,-0.54
29.2,-0.16
28.1,0.14
26.5,0.52
25.8,0.78
27.1,0.66
28.4,0.58
28.8,0.66
29.1,0.98
29.7,0.9
30.4,0.86
31.3,1.2
32.1,1.76
34,1.94
34.2,1.52
34.7,1.3
37.3,0.74
40.9,0
43.7,-0.58
41.8,-0.14
41.2,0.1
41,0.16
40.9,0.12
40.8,0.26
41.1,0.16
41.7,-0.04
41.8,-0.18
41.5,-0.22
42.1,-0.42
41.9,-0.14
41.5,-0.22
40.9,-0.1
40.4,-0.12
40,-0.14
41.2,-0.38
40.4,-0.28
40.4,-0.38
39.8,-0.24
39.3,0.16
39.3,0.42
39,0.66
38.5,0.99
38.6,1.2
40.1,1.4
41.4,1.52
14.3,-1.46
11.1,-0.52
9.9,-0.8
9.6,-0.96
8.9,-0.9
7,-0.64
8.5,-1.06
5.9,-0.64
4.8,-0.58
4.4,-0.6
3.8,-0.7
3.2,-0.58
2.7,-0.48
1.9,-0.32
1.4,-0.24
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.04
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0.04
0.1,0.04
0.1,0.06
0.1,0.06
0.1,0.06
0.3,0
0.3,0.02
0.4,0.02
0.4,0
0.4,0
0.3,0
0.4,-0.02
0.5,-0.06
0.4,-0.04
0.4,-0.02
0.3,0
0.3,0.14
0.2,0
0.2,0
0.3,-0.04
0.3,-0.04
1,-0.16
0.2,0
0.2,0.06
0.1,0.08
0.1,0.18
0.2,0.16
0.2,0.28
0.5,0.08
0.5,0.08
1,-0.04
1,-0.02
1.6,-0.16
0.9,-0.04
0.9,-0.04
0.8,-0.02
0.9,-0.04
95.6,-0.22
95.2,-0.14
95,-0.16
94.7,-0.04
94.6,-0.04
94.5,-0.06
94.5,-0.14
94.2,-0.06
94.5,0
94.4,0
94.2,0.06
93.8,0.14
93.9,0.12
94.5,-0.14
94.4,-0.18
94.5,-0.24
94.5,-0.34
94.5,-0.46
93.8,-0.48
93.5,-0.56
93.3,-0.58
92.8,-0.58
92.2,-0.66
91.4,-0.7
90.7,-0.8
90.4,-1
89.9,-1.1
88.9,-0.9
87.9,-0.78
86.7,-0.86
85.4,-0.52
84.4,-0.3
84.4,-0.28
84,-0.66
82.4,-1.06
82.8,-1.76
82.9,-2.22
83,-2.6
80.7,-2.56
77.1,-2.7
74,-3.12
71.8,-3.68
70,-2.16
67.9,1.3
63.6,-3.16
58.4,-2.48
53.4,-2.18
59.2,-3.84
74.4,-7.16
47.8,-1.82
46,-2
42.5,0
40,-0.64
38.6,-0.94
38.7,-1
36,-1.12
42.5,-2.82
36.8,-2.56
33.9,-1.9
33.7,-2.1
30.4,-1.76
28.4,-2.08
24,-1.84
24.4,-2.38
23.2,-2.47
21.6,-2.35
18,-1.89
14.8,-1.39
12.5,-1.16
10.9,-1.09
9.8,-1.16
88.4,-0.56
88.2,-0.74
87.9,-0.5
86.6,-0.56
85.8,-0.42
85.6,-0.74
84.5,-0.62
85.4,-0.84
83.8,-0.8
83.7,-1.22
81.9,-0.42
81.4,-0.14
81.2,-0.56
79.8,-0.38
77.6,-0.38
79.8,-1.1
80.7,-1.22
78.4,-0.5
77.9,-0.5
75.7,0.06
74.3,-0.38
74.6,-0.34
75.9,-1.16
75.4,-1.52
76,-1.04
72.4,-0.44
72.9,-1
70.1,-0.62
67.8,-0.66
70.8,-1.52
70.2,-1.74
67.9,-1.62
67,-1.68
64.5,-1.94
63.2,-2.28
61.5,-2.36
59.8,-2
58.6,-2.08
54.8,-1.74
51.8,-1.46
49.7,-1.06
49.8,-1.1
48.2,-0.78
46.1,-0.36
44.5,-0.1
44.4,-0.08
44.3,-0.04
44.3,-0.02
44.3,-0.06
44,-0.06
44,-0.34
44.1,-0.88
44.2,-1.42
44,-1.62
43.7,-2.02
42.3,-2.46
39.7,-2.5
37.1,-2.46
35.9,-2.74
33.6,-2.9
30,-2.82
27.2,-2.84
24.8,-2.78
22.2,-2.6
19.1,-2.18
15.9,-1.28
13,-0.98
10.9,-1.13
9.2,-1.32
8.2,-1.22
9.5,-1.6
5.3,-0.44
5,-0.36
4.6,-0.3
4.3,-0.2
4,-0.26
3.1,-0.22
3.2,-0.32
3.1,-0.36
3.3,-0.44
2.7,-0.32
2,-0.18
1.6,-0.12
1.3,-0.08
1.1,-0.04
1.1,-0.06
1.1,-0.06
1,-0.04
0.9,-0.04
0.9,-0.04
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.7,0
0.7,-0.04
0.7,-0.04
0.7,-0.04
0.7,-0.04
0.7,-0.02
0.5,0.02
0.5,0.02
0.5,0
0.5,0
0.6,-0.02
0.6,-0.02
0.6,-0.02
0.5,0
0.5,-0.02
0.5,-0.02
0.5,-0.02
0.5,-0.02
0.5,-0.02
0.4,-0.04
0.4,-0.04
0.4,-0.04
0.4,-0.04
0.4,-0.04
0.2,0
0.2,0
0.2,0
0.2,-0.02
0.2,-0.02
0.2,0.04
0.2,-0.02
0.2,0
0.1,0.1
0.1,0.14
0.4,0.06
0.1,0.08
0.2,0.12
0.6,-0.02
0.8,-0.08
0.7,-0.06
0.5,-0.04
0.8,-0.14
0.5,-0.08
0.4,-0.04
0.4,-0.06
0.3,-0.02
0.1,0
0.1,0
0.2,-0.02
53.8,1.1
54.9,0.4
56.2,-0.76
57.1,-1.76
58.1,-2.5
59.3,-3.22
56.9,-3.4
52.4,-2.94
48.3,-2.46
45.6,-2.34
43.2,-2.8
39.9,-2.72
37.7,-2.86
36,-3.12
33.9,-3.42
29.2,-2.86
26.3,-2.74
23.4,-2.74
20.4,-2.34
16.8,-1.72
14.9,-1.22
12.6,-1.26
9.7,-0.46
8.7,-0.26
8.2,-0.14
8.8,-0.06
6.3,0.6
7.4,0.32
7.4,0.06
7.5,-0.08
8.5,-0.24
9.3,0.02
9,0.48
7.7,0.84
7.1,0.94
7.3,0.3
9.4,-0.64
11.4,-1.3
11.9,-1.52
11.8,-1.6
8.8,-0.96
6.2,-0.52
4.9,-0.24
4.3,-0.08
3.8,0
4,-0.08
3.6,-0.02
3.7,-0.14
3.9,-0.34
3.8,-0.38
3.6,-0.36
3.5,-0.34
3,-0.24
2.2,-0.02
1.9,0.14
1.8,0.14
1.8,0.08
1.8,0.02
2.1,-0.04
2.6,0.08
2.5,0.12
2.2,0.16
1.9,0.16
1.9,0.22
3,0.26
3.1,0.31
3,0.14
2.7,0.02
3,-0.1
4.3,-0.45
4.6,-0.44
78.7,-5.68
76.1,-5.56
72.7,-4.5
55.3,-1.82
46.9,-0.28
50.3,-2.06
48.3,-2.1
50.2,-2.82
46.2,-1.82
45.5,-3.12
40,-2.88
37.8,-2.64
36.1,-0.74
37.1,-2.66
29.9,-1.22
25.6,-0.42
24.6,-0.34
32.4,-1.92
23.8,-0.28
23.8,-1.4
23.5,-1.94
22.9,-2.54
22.8,-2.42
22.4,-2.98
16.8,-2.54
13.8,-2.32
10.2,-1.52
10.7,-1.62
7.5,-0.68
4.1,0.16
2.2,0.56
2.6,0.4
2.6,0.2
4.1,-0.02
4.9,0.02
5,-0.78
4.6,2.18
3.6,0.84
4,-0.1
5,-0.28
1.1,0.52
15.5,-2.5
7.8,-1.18
3.5,-0.54
3.6,-0.6
3.7,-0.66
3,-0.52
1.9,-0.26
0.8,0.26
0.6,0
0.4,0.04
0.4,0.04
0.6,-0.02
2.1,-0.32
0.6,0
0.6,0
0.6,0
0.5,0
0.5,0
0.6,-0.02
0.6,-0.02
0.6,-0.04
0.5,-0.02
0.5,-0.02
0.5,-0.02
0.5,0.02
0.4,0.04
0.4,0.02
0.4,0.03
0.4,0.02
0.6,-0.04
1.1,-0.08
1.3,-0.12
1,-0.06
1,-0.06
0.9,-0.04
0.7,-0.02
0.7,0
0.7,-0.04
0.7,-0.06
0.7,-0.06
0.6,-0.04
0.7,-0.08
0.5,-0.02
0.4,0
0.4,0
0.4,0
0.3,0
0.4,-0.02
0.4,-0.04
0.4,-0.04
0.4,-0.04
0.3,-0.02
0.3,-0.02
0.2,0
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0,0
0,0.04
0,0
0,0.04
0,0.02
0,0.02
0.2,-0.02
0,0.04
0.2,0
0.1,0
0.1,0
0.1,-0.02
0.2,-0.04
0.2,-0.04
0.1,-0.02
0.1,0.04
0,0.02
0,0.02
0,0.02
0,0.02
0.3,-0.04
0.1,0
0.1,0
25.4,-2.38
20.7,-1.72
22.4,-2.24
23.7,-2.68
17.3,-1.84
13.5,-1.22
12.1,-1.38
11.2,-1.36
10.3,-1.42
8.1,-1.02
7.4,-0.96
5.2,-0.46
4.4,-0.28
3.2,-0.34
3,-0.4
2.6,-0.36
2.9,-0.44
3,-0.48
1.5,-0.18
1,-0.08
0.8,-0.04
0.7,-0.02
0.6,0
0.6,-0.04
0.6,-0.06
0.6,0
0.6,-0.04
0.6,-0.04
0.4,0
0.3,0.02
0.6,-0.02
0.4,0.02
0.4,0
0.4,-0.02
0.4,-0.02
0.5,-0.04
0.5,-0.04
0.4,-0.04
0.3,0
0.3,0
0.3,0
0.3,0.02
0.2,0.08
0.3,0.04
